0	1
0.004	2
0.008	1
0.012	0
0.016	2
0.02	1
0.024	1
0.028	0
0.032	1
0.036	0
0.04	2
0.044	0
0.048	0
0.052	0
0.056	1
0.06	1
0.064	1
0.068	3
0.072	1
0.076	2
0.08	2
0.084	1
0.088	0
0.092	1
0.096	3
0.1	2
0.104	1
0.108	2
0.112	1
0.116	2
0.12	0
0.124	1
0.128	0
0.132	1
0.136	1
0.14	1
0.144	0
0.148	1
0.152	0
0.156	1
0.16	1
0.164	1
0.168	0
0.172	2
0.176	2
0.18	0
0.184	1
0.188	1
0.192	3
0.196	2
0.2	1
0.204	1
0.208	1
0.212	2
0.216	1
0.22	0
0.224	1
0.228	0
0.232	3
0.236	2
0.24	1
0.244	1
0.248	0
0.252	1
0.256	2
0.26	1
0.264	0
0.268	0
0.272	2
0.276	2
0.28	2
0.284	2
0.288	2
0.292	2
0.296	1
0.3	0
0.304	1
0.308	2
0.312	0
0.316	0
0.32	2
0.324	3
0.328	2
0.332	1
0.336	2
0.34	2
0.344	2
0.348	1
0.352	3
0.356	0
0.36	0
0.364	1
0.368	0
0.372	2
0.376	0
0.38	1
0.384	1
0.388	0
0.392	1
0.396	4
0.4	1
0.404	0
0.408	1
0.412	1
0.416	1
0.42	2
0.424	1
0.428	2
0.432	0
0.436	2
0.44	2
0.444	0
0.448	0
0.452	1
0.456	2
0.46	0
0.464	2
0.468	1
0.472	2
0.476	3
0.48	0
0.484	0
0.488	3
0.492	1
0.496	0
0.5	1
0.504	2
0.508	1
0.512	1
0.516	1
0.52	0
0.524	2
0.528	1
0.532	0
0.536	0
0.54	1
0.544	2
0.548	1
0.552	0
0.556	2
0.56	1
0.564	2
0.568	1
0.572	1
0.576	2
0.58	0
0.584	1
0.588	0
0.592	0
0.596	0
0.6	0
0.604	0
0.608	0
0.612	3
0.616	5
0.62	0
0.624	0
0.628	4
0.632	1
0.636	0
0.64	2
0.644	0
0.648	0
0.652	2
0.656	3
0.66	1
0.664	0
0.668	1
0.672	2
0.676	1
0.68	2
0.684	1
0.688	2
0.692	1
0.696	2
0.7	3
0.704	0
0.708	2
0.712	1
0.716	0
0.72	1
0.724	1
0.728	1
0.732	0
0.736	0
0.74	1
0.744	2
0.748	0
0.752	1
0.756	2
0.76	1
0.764	2
0.768	3
0.772	2
0.776	0
0.78	4
0.784	0
0.788	1
0.792	0
0.796	0
0.8	2
0.804	4
0.808	0
0.812	1
0.816	2
0.82	2
0.824	1
0.828	1
0.832	0
0.836	3
0.84	1
0.844	0
0.848	2
0.852	0
0.856	1
0.86	3
0.864	2
0.868	3
0.872	0
0.876	0
0.88	1
0.884	3
0.888	0
0.892	1
0.896	1
0.9	2
0.904	3
0.908	0
0.912	0
0.916	2
0.92	4
0.924	0
0.928	2
0.932	0
0.936	1
0.94	1
0.944	0
0.948	1
0.952	1
0.956	0
0.96	0
0.964	1
0.968	3
0.972	2
0.976	1
0.98	2
0.984	1
0.988	1
0.992	1
0.996	1
1	0
1.004	1
1.008	0
1.012	1
1.016	1
1.02	3
1.024	3
1.028	3
1.032	0
1.036	3
1.04	2
1.044	0
1.048	4
1.052	1
1.056	1
1.06	2
1.064	0
1.068	6
1.072	2
1.076	3
1.08	2
1.084	0
1.088	0
1.092	1
1.096	0
1.1	2
1.104	1
1.108	1
1.112	2
1.116	4
1.12	1
1.124	2
1.128	1
1.132	1
1.136	1
1.14	1
1.144	1
1.148	0
1.152	3
1.156	2
1.16	0
1.164	3
1.168	2
1.172	2
1.176	4
1.18	1
1.184	3
1.188	2
1.192	2
1.196	1
1.2	3
1.204	3
1.208	2
1.212	0
1.216	1
1.22	1
1.224	0
1.228	4
1.232	1
1.236	2
1.24	2
1.244	5
1.248	1
1.252	1
1.256	0
1.26	2
1.264	1
1.268	1
1.272	2
1.276	1
1.28	1
1.284	1
1.288	0
1.292	0
1.296	0
1.3	0
1.304	1
1.308	1
1.312	1
1.316	3
1.32	2
1.324	2
1.328	0
1.332	1
1.336	0
1.34	4
1.344	2
1.348	0
1.352	2
1.356	1
1.36	3
1.364	2
1.368	1
1.372	0
1.376	5
1.38	1
1.384	0
1.388	2
1.392	1
1.396	4
1.4	1
1.404	1
1.408	2
1.412	0
1.416	2
1.42	2
1.424	0
1.428	2
1.432	2
1.436	1
1.44	1
1.444	2
1.448	0
1.452	2
1.456	0
1.46	0
1.464	3
1.468	1
1.472	1
1.476	0
1.48	0
1.484	1
1.488	2
1.492	1
1.496	2
1.5	2
1.504	0
1.508	0
1.512	2
1.516	2
1.52	1
1.524	1
1.528	1
1.532	0
1.536	1
1.54	2
1.544	0
1.548	3
1.552	1
1.556	2
1.56	0
1.564	3
1.568	3
1.572	0
1.576	1
1.58	1
1.584	1
1.588	0
1.592	0
1.596	1
1.6	1
1.604	3
1.608	1
1.612	2
1.616	2
1.62	3
1.624	0
1.628	1
1.632	2
1.636	1
1.64	1
1.644	4
1.648	2
1.652	2
1.656	0
1.66	0
1.664	3
1.668	3
1.672	1
1.676	1
1.68	0
1.684	2
1.688	1
1.692	1
1.696	1
1.7	1
1.704	1
1.708	3
1.712	0
1.716	1
1.72	3
1.724	0
1.728	3
1.732	0
1.736	1
1.74	1
1.744	1
1.748	1
1.752	1
1.756	0
1.76	0
1.764	0
1.768	2
1.772	0
1.776	1
1.78	3
1.784	3
1.788	1
1.792	1
1.796	0
1.8	0
1.804	1
1.808	2
1.812	1
1.816	0
1.82	2
1.824	0
1.828	1
1.832	1
1.836	2
1.84	0
1.844	1
1.848	0
1.852	0
1.856	0
1.86	0
1.864	0
1.868	0
1.872	0
1.876	2
1.88	2
1.884	3
1.888	0
1.892	0
1.896	1
1.9	0
1.904	2
1.908	1
1.912	4
1.916	2
1.92	3
1.924	0
1.928	1
1.932	4
1.936	4
1.94	2
1.944	1
1.948	1
1.952	2
1.956	3
1.96	0
1.964	1
1.968	2
1.972	1
1.976	2
1.98	0
1.984	2
1.988	3
1.992	3
1.996	2
2	1
2.004	2
2.008	0
2.012	1
2.016	1
2.02	2
2.024	0
2.028	1
2.032	1
2.036	3
2.04	0
2.044	3
2.048	1
2.052	1
2.056	3
2.06	0
2.064	2
2.068	0
2.072	2
2.076	0
2.08	1
2.084	1
2.088	1
2.092	3
2.096	2
2.1	0
2.104	0
2.108	0
2.112	2
2.116	0
2.12	1
2.124	2
2.128	0
2.132	2
2.136	1
2.14	0
2.144	0
2.148	3
2.152	0
2.156	1
2.16	2
2.164	0
2.168	1
2.172	2
2.176	0
2.18	2
2.184	0
2.188	3
2.192	0
2.196	2
2.2	1
2.204	1
2.208	1
2.212	3
2.216	1
2.22	1
2.224	0
2.228	0
2.232	1
2.236	3
2.24	2
2.244	2
2.248	2
2.252	2
2.256	1
2.26	1
2.264	1
2.268	1
2.272	2
2.276	1
2.28	1
2.284	2
2.288	3
2.292	1
2.296	0
2.3	0
2.304	1
2.308	2
2.312	3
2.316	2
2.32	3
2.324	1
2.328	3
2.332	0
2.336	1
2.34	2
2.344	0
2.348	3
2.352	1
2.356	1
2.36	3
2.364	3
2.368	3
2.372	1
2.376	2
2.38	1
2.384	2
2.388	0
2.392	1
2.396	0
2.4	3
2.404	2
2.408	0
2.412	1
2.416	0
2.42	0
2.424	3
2.428	0
2.432	0
2.436	1
2.44	1
2.444	2
2.448	2
2.452	3
2.456	2
2.46	0
2.464	3
2.468	1
2.472	2
2.476	0
2.48	1
2.484	3
2.488	1
2.492	0
2.496	0
2.5	2
2.504	0
2.508	2
2.512	1
2.516	2
2.52	0
2.524	4
2.528	1
2.532	1
2.536	1
2.54	1
2.544	0
2.548	3
2.552	0
2.556	0
2.56	0
2.564	1
2.568	0
2.572	3
2.576	0
2.58	2
2.584	1
2.588	0
2.592	0
2.596	2
2.6	1
2.604	1
2.608	1
2.612	2
2.616	3
2.62	1
2.624	3
2.628	2
2.632	0
2.636	1
2.64	0
2.644	1
2.648	1
2.652	1
2.656	1
2.66	5
2.664	0
2.668	3
2.672	0
2.676	2
2.68	3
2.684	1
2.688	1
2.692	1
2.696	1
2.7	1
2.704	1
2.708	1
2.712	0
2.716	2
2.72	0
2.724	2
2.728	1
2.732	1
2.736	3
2.74	2
2.744	3
2.748	2
2.752	2
2.756	1
2.76	0
2.764	0
2.768	1
2.772	3
2.776	3
2.78	3
2.784	1
2.788	2
2.792	1
2.796	0
2.8	2
2.804	1
2.808	1
2.812	0
2.816	1
2.82	1
2.824	1
2.828	2
2.832	0
2.836	0
2.84	1
2.844	1
2.848	1
2.852	1
2.856	2
2.86	0
2.864	1
2.868	1
2.872	0
2.876	0
2.88	0
2.884	0
2.888	3
2.892	2
2.896	4
2.9	3
2.904	3
2.908	0
2.912	1
2.916	2
2.92	3
2.924	0
2.928	1
2.932	1
2.936	1
2.94	1
2.944	2
2.948	0
2.952	2
2.956	1
2.96	0
2.964	2
2.968	1
2.972	1
2.976	1
2.98	0
2.984	1
2.988	3
2.992	0
2.996	1
3	1
3.004	2
3.008	3
3.012	2
3.016	4
3.02	0
3.024	3
3.028	4
3.032	3
3.036	2
3.04	1
3.044	2
3.048	2
3.052	3
3.056	1
3.06	3
3.064	2
3.068	1
3.072	1
3.076	2
3.08	3
3.084	3
3.088	4
3.092	1
3.096	1
3.1	2
3.104	1
3.108	1
3.112	0
3.116	1
3.12	1
3.124	1
3.128	4
3.132	0
3.136	0
3.14	1
3.144	1
3.148	2
3.152	0
3.156	0
3.16	0
3.164	0
3.168	0
3.172	1
3.176	0
3.18	5
3.184	2
3.188	1
3.192	2
3.196	1
3.2	1
3.204	3
3.208	1
3.212	0
3.216	3
3.22	1
3.224	2
3.228	1
3.232	0
3.236	2
