0	1
0.004	2
0.008	1
0.012	1
0.016	2
0.02	3
0.024	1
0.028	4
0.032	2
0.036	1
0.04	1
0.044	0
0.048	2
0.052	2
0.056	1
0.06	0
0.064	1
0.068	3
0.072	1
0.076	1
0.08	1
0.084	2
0.088	5
0.092	2
0.096	3
0.1	0
0.104	1
0.108	2
0.112	3
0.116	1
0.12	3
0.124	1
0.128	1
0.132	3
0.136	2
0.14	5
0.144	5
0.148	3
0.152	1
0.156	1
0.16	2
0.164	0
0.168	4
0.172	2
0.176	0
0.18	2
0.184	1
0.188	3
0.192	2
0.196	1
0.2	1
0.204	0
0.208	2
0.212	1
0.216	0
0.22	4
0.224	1
0.228	0
0.232	0
0.236	2
0.24	1
0.244	2
0.248	1
0.252	3
0.256	1
0.26	1
0.264	2
0.268	1
0.272	0
0.276	1
0.28	1
0.284	1
0.288	4
0.292	0
0.296	1
0.3	0
0.304	2
0.308	0
0.312	3
0.316	2
0.32	1
0.324	3
0.328	2
0.332	2
0.336	3
0.34	3
0.344	3
0.348	2
0.352	1
0.356	0
0.36	6
0.364	2
0.368	0
0.372	2
0.376	0
0.38	1
0.384	1
0.388	1
0.392	2
0.396	2
0.4	1
0.404	1
0.408	1
0.412	0
0.416	1
0.42	0
0.424	2
0.428	0
0.432	0
0.436	0
0.44	2
0.444	1
0.448	2
0.452	2
0.456	1
0.46	0
0.464	1
0.468	0
0.472	0
0.476	0
0.48	1
0.484	3
0.488	2
0.492	4
0.496	1
0.5	1
0.504	2
0.508	5
0.512	0
0.516	0
0.52	1
0.524	0
0.528	2
0.532	1
0.536	0
0.54	2
0.544	0
0.548	2
0.552	0
0.556	1
0.56	0
0.564	3
0.568	2
0.572	2
0.576	0
0.58	0
0.584	1
0.588	1
0.592	1
0.596	0
0.6	1
0.604	1
0.608	0
0.612	3
0.616	0
0.62	2
0.624	0
0.628	1
0.632	1
0.636	2
0.64	3
0.644	2
0.648	3
0.652	1
0.656	1
0.66	2
0.664	1
0.668	2
0.672	1
0.676	2
0.68	1
0.684	2
0.688	0
0.692	3
0.696	0
0.7	1
0.704	1
0.708	2
0.712	2
0.716	2
0.72	2
0.724	0
0.728	1
0.732	1
0.736	0
0.74	3
0.744	2
0.748	1
0.752	1
0.756	1
0.76	4
0.764	1
0.768	0
0.772	0
0.776	0
0.78	0
0.784	2
0.788	2
0.792	2
0.796	1
0.8	0
0.804	0
0.808	0
0.812	2
0.816	1
0.82	2
0.824	1
0.828	1
0.832	2
0.836	1
0.84	0
0.844	4
0.848	0
0.852	1
0.856	2
0.86	2
0.864	1
0.868	2
0.872	3
0.876	1
0.88	0
0.884	2
0.888	1
0.892	2
0.896	1
0.9	0
0.904	1
0.908	1
0.912	2
0.916	1
0.92	3
0.924	1
0.928	0
0.932	4
0.936	1
0.94	2
0.944	2
0.948	3
0.952	0
0.956	0
0.96	1
0.964	1
0.968	1
0.972	1
0.976	1
0.98	0
0.984	6
0.988	5
0.992	1
0.996	1
1	1
1.004	3
1.008	1
1.012	0
1.016	1
1.02	2
1.024	0
1.028	0
1.032	0
1.036	1
1.04	0
1.044	3
1.048	1
1.052	0
1.056	0
1.06	0
1.064	1
1.068	1
1.072	2
1.076	2
1.08	0
1.084	0
1.088	1
1.092	2
1.096	1
1.1	0
1.104	2
1.108	0
1.112	1
1.116	4
1.12	2
1.124	1
1.128	0
1.132	1
1.136	0
1.14	0
1.144	1
1.148	2
1.152	4
1.156	0
1.16	1
1.164	0
1.168	0
1.172	0
1.176	2
1.18	0
1.184	2
1.188	0
1.192	2
1.196	1
1.2	1
1.204	1
1.208	2
1.212	0
1.216	2
1.22	2
1.224	0
1.228	1
1.232	1
1.236	1
1.24	3
1.244	3
1.248	2
1.252	1
1.256	0
1.26	3
1.264	2
1.268	1
1.272	0
1.276	4
1.28	2
1.284	1
1.288	0
1.292	2
1.296	3
1.3	2
1.304	1
1.308	5
1.312	1
1.316	2
1.32	0
1.324	0
1.328	1
1.332	1
1.336	0
1.34	3
1.344	0
1.348	2
1.352	4
1.356	1
1.36	1
1.364	4
1.368	1
1.372	3
1.376	2
1.38	2
1.384	1
1.388	2
1.392	0
1.396	0
1.4	1
1.404	1
1.408	1
1.412	3
1.416	4
1.42	1
1.424	5
1.428	3
1.432	0
1.436	4
1.44	0
1.444	0
1.448	0
1.452	3
1.456	3
1.46	2
1.464	1
1.468	1
1.472	3
1.476	1
1.48	2
1.484	0
1.488	0
1.492	0
1.496	1
1.5	0
1.504	3
1.508	3
1.512	1
1.516	0
1.52	0
1.524	0
1.528	1
1.532	2
1.536	1
1.54	1
1.544	0
1.548	1
1.552	0
1.556	3
1.56	1
1.564	3
1.568	2
1.572	0
1.576	2
1.58	1
1.584	1
1.588	3
1.592	1
1.596	0
1.6	1
1.604	1
1.608	1
1.612	3
1.616	2
1.62	1
1.624	0
1.628	3
1.632	1
1.636	2
1.64	1
1.644	1
1.648	1
1.652	1
1.656	1
1.66	0
1.664	0
1.668	1
1.672	1
1.676	0
1.68	1
1.684	1
1.688	0
1.692	1
1.696	1
1.7	1
1.704	1
1.708	0
1.712	1
1.716	0
1.72	2
1.724	2
1.728	0
1.732	0
1.736	0
1.74	1
1.744	0
1.748	0
1.752	2
1.756	0
1.76	0
1.764	0
1.768	2
1.772	0
1.776	3
1.78	2
1.784	2
1.788	3
1.792	2
1.796	3
1.8	2
1.804	1
1.808	0
1.812	1
1.816	1
1.82	0
1.824	2
1.828	1
1.832	1
1.836	0
1.84	0
1.844	1
1.848	0
1.852	2
1.856	0
1.86	1
1.864	1
1.868	0
1.872	0
1.876	1
1.88	1
1.884	4
1.888	1
1.892	1
1.896	4
1.9	1
1.904	0
1.908	2
1.912	2
1.916	1
1.92	3
1.924	0
1.928	0
1.932	0
1.936	2
1.94	2
1.944	0
1.948	6
1.952	4
1.956	1
1.96	2
1.964	0
1.968	1
1.972	2
1.976	0
1.98	1
1.984	1
1.988	2
1.992	1
1.996	1
2	0
2.004	1
2.008	1
2.012	3
2.016	2
2.02	2
2.024	0
2.028	2
2.032	1
2.036	4
2.04	1
2.044	1
2.048	0
2.052	0
2.056	1
2.06	0
2.064	1
2.068	1
2.072	1
2.076	0
2.08	2
2.084	0
2.088	1
2.092	3
2.096	0
2.1	1
2.104	2
2.108	1
2.112	0
2.116	0
2.12	0
2.124	3
2.128	1
2.132	1
2.136	1
2.14	0
2.144	3
2.148	0
2.152	1
2.156	0
2.16	1
2.164	1
2.168	1
2.172	1
2.176	1
2.18	3
2.184	2
2.188	2
2.192	0
2.196	1
2.2	2
2.204	2
2.208	0
2.212	2
2.216	1
2.22	5
2.224	1
2.228	0
2.232	2
2.236	1
2.24	4
2.244	2
2.248	4
2.252	0
2.256	1
2.26	2
2.264	1
2.268	1
2.272	1
2.276	1
2.28	1
2.284	1
2.288	1
2.292	0
2.296	2
2.3	2
2.304	0
2.308	0
2.312	1
2.316	2
2.32	3
2.324	3
2.328	0
2.332	1
2.336	0
2.34	0
2.344	2
2.348	0
2.352	1
2.356	0
2.36	1
2.364	2
2.368	0
2.372	2
2.376	0
2.38	0
2.384	4
2.388	1
2.392	2
2.396	0
2.4	1
2.404	0
2.408	2
2.412	1
2.416	2
2.42	1
2.424	1
2.428	0
2.432	5
2.436	0
2.44	1
2.444	3
2.448	1
2.452	3
2.456	0
2.46	1
2.464	0
2.468	2
2.472	1
2.476	0
2.48	1
2.484	2
2.488	0
2.492	1
2.496	3
2.5	0
2.504	0
2.508	1
2.512	3
2.516	0
2.52	0
2.524	1
2.528	1
2.532	1
2.536	3
2.54	0
2.544	2
2.548	1
2.552	0
2.556	2
2.56	3
2.564	0
2.568	0
2.572	1
2.576	2
2.58	2
2.584	3
2.588	1
2.592	1
2.596	0
2.6	1
2.604	0
2.608	1
2.612	6
2.616	1
2.62	2
2.624	0
2.628	3
2.632	1
2.636	1
2.64	1
2.644	0
2.648	1
2.652	1
2.656	1
2.66	1
2.664	1
2.668	2
2.672	1
2.676	4
2.68	1
2.684	0
2.688	1
2.692	0
2.696	4
2.7	0
2.704	1
2.708	1
2.712	2
2.716	1
2.72	1
2.724	0
2.728	1
2.732	0
2.736	0
2.74	0
2.744	1
2.748	4
2.752	1
2.756	1
2.76	0
2.764	1
2.768	0
2.772	2
2.776	2
2.78	1
2.784	0
2.788	2
2.792	1
2.796	1
2.8	2
2.804	1
2.808	2
2.812	1
2.816	1
2.82	0
2.824	0
2.828	0
2.832	0
2.836	2
2.84	0
2.844	0
2.848	2
2.852	1
2.856	2
2.86	1
2.864	0
2.868	3
2.872	4
2.876	1
2.88	0
2.884	1
2.888	1
2.892	2
2.896	0
2.9	1
2.904	0
2.908	1
2.912	1
2.916	1
2.92	0
2.924	4
2.928	0
2.932	1
2.936	2
2.94	0
2.944	1
2.948	0
2.952	1
2.956	0
2.96	2
2.964	1
2.968	2
2.972	0
2.976	1
2.98	1
2.984	0
2.988	3
2.992	1
2.996	1
3	1
3.004	2
3.008	1
3.012	3
3.016	0
3.02	1
3.024	0
3.028	0
3.032	1
3.036	0
3.04	0
3.044	2
3.048	3
3.052	2
3.056	1
3.06	1
3.064	3
3.068	0
3.072	2
3.076	2
3.08	2
3.084	2
3.088	2
3.092	2
3.096	0
3.1	1
3.104	1
3.108	2
3.112	1
3.116	0
3.12	2
3.124	2
3.128	1
3.132	0
3.136	1
3.14	1
3.144	3
3.148	1
3.152	1
3.156	0
3.16	1
3.164	0
3.168	0
3.172	1
3.176	0
3.18	3
3.184	1
3.188	0
3.192	0
3.196	1
3.2	2
3.204	0
3.208	1
3.212	0
3.216	1
3.22	1
3.224	4
3.228	0
3.232	2
3.236	1
