Comp1-1	Comp1-2	Comp1-3	Mix1	Comp2-1	Comp2-2	Comp2-3	Mix2
0.00000000	0.00044319	0.00005421	21.00000000	0.00000000	0.00045119	0.00003875	46.00000000
0.00000000	0.00043786	0.00005411	9.00000000	0.00000000	0.00044565	0.00003863	34.00000000
0.00000000	0.00043261	0.00005400	15.00000000	0.00000000	0.00044018	0.00003852	44.00000000
0.00000000	0.00042743	0.00005390	13.00000000	0.00000000	0.00043479	0.00003842	43.00000000
0.00000000	0.00042233	0.00005381	23.00000000	0.00000000	0.00042947	0.00003831	34.00000000
0.00000000	0.00041729	0.00005371	19.00000000	0.00000000	0.00042422	0.00003821	49.00000000
0.00000000	0.00041232	0.00005363	18.00000000	0.00000000	0.00041904	0.00003812	49.00000000
0.00000000	0.00040741	0.00005354	18.00000000	0.00000000	0.00041392	0.00003803	42.00000000
0.00000000	0.00040258	0.00005346	14.00000000	0.00000000	0.00040888	0.00003794	40.00000000
0.00000000	0.00039781	0.00005338	17.00000000	0.00000000	0.00040390	0.00003785	39.00000000
0.00000000	0.00039310	0.00005330	16.00000000	0.00000000	0.00039899	0.00003777	39.00000000
0.00000000	0.00038846	0.00005322	18.00000000	0.00000000	0.00039415	0.00003769	43.00000000
0.00000000	0.00038388	0.00005315	13.00000000	0.00000000	0.00038937	0.00003761	33.00000000
0.00000000	0.00037936	0.00005308	12.00000000	0.00000000	0.00038465	0.00003754	26.00000000
0.00000000	0.00037491	0.00005302	16.00000000	0.00000000	0.00038000	0.00003747	26.00000000
0.00000000	0.00037052	0.00005295	18.00000000	0.00000000	0.00037541	0.00003740	31.00000000
0.00000000	0.00036618	0.00005289	16.00000000	0.00000000	0.00037087	0.00003733	24.00000000
0.00000000	0.00036191	0.00005283	15.00000000	0.00000000	0.00036640	0.00003727	29.00000000
0.00000000	0.00035769	0.00005277	16.00000000	0.00000000	0.00036199	0.00003721	31.00000000
0.00000000	0.00035353	0.00005272	13.00000000	0.00000000	0.00035764	0.00003715	27.00000000
0.00000000	0.00034942	0.00005266	11.00000000	0.00000000	0.00035335	0.00003709	44.00000000
0.00000000	0.00034538	0.00005261	10.00000000	0.00000000	0.00034911	0.00003703	35.00000000
0.00000000	0.00034138	0.00005256	18.00000000	0.00000000	0.00034493	0.00003698	27.00000000
0.00000000	0.00033745	0.00005251	13.00000000	0.00000000	0.00034081	0.00003693	27.00000000
0.00000000	0.00033356	0.00005247	7.00000000	0.00000000	0.00033674	0.00003688	43.00000000
0.00000000	0.00032973	0.00005242	13.00000000	0.00000000	0.00033272	0.00003683	32.00000000
0.00000000	0.00032595	0.00005238	11.00000000	0.00000000	0.00032876	0.00003678	37.00000000
0.00000000	0.00032222	0.00005234	13.00000000	0.00000000	0.00032485	0.00003674	30.00000000
0.00000000	0.00031854	0.00005230	3.00000000	0.00000000	0.00032099	0.00003669	30.00000000
0.00000000	0.00031492	0.00005226	13.00000000	0.00000000	0.00031719	0.00003665	24.00000000
0.00000000	0.00031134	0.00005222	11.00000000	0.00000000	0.00031343	0.00003661	28.00000000
0.00000000	0.00030781	0.00005219	10.00000000	0.00000000	0.00030973	0.00003657	24.00000000
0.00000000	0.00030433	0.00005215	6.00000000	0.00000000	0.00030607	0.00003654	16.00000000
0.00000000	0.00030089	0.00005212	15.00000000	0.00000000	0.00030246	0.00003650	22.00000000
0.00000000	0.00029751	0.00005208	10.00000000	0.00000000	0.00029891	0.00003647	26.00000000
0.00000000	0.00029417	0.00005205	13.00000000	0.00000000	0.00029539	0.00003643	26.00000000
0.00000000	0.00029087	0.00005202	10.00000000	0.00000000	0.00029193	0.00003640	32.00000000
0.00000000	0.00028762	0.00005199	6.00000000	0.00000000	0.00028851	0.00003637	32.00000000
0.00000000	0.00028441	0.00005197	11.00000000	0.00000000	0.00028514	0.00003634	31.00000000
0.00000000	0.00028125	0.00005194	13.00000000	0.00000000	0.00028181	0.00003631	32.00000000
0.00000000	0.00027813	0.00005191	10.00000000	0.00000000	0.00027853	0.00003628	16.00000000
0.00000000	0.00027505	0.00005189	10.00000000	0.00000000	0.00027529	0.00003625	26.00000000
0.00000000	0.00027201	0.00005186	5.00000000	0.00000000	0.00027209	0.00003623	23.00000000
0.00000000	0.00026902	0.00005184	9.00000000	0.00000000	0.00026894	0.00003620	25.00000000
0.00000000	0.00026607	0.00005182	8.00000000	0.00000000	0.00026582	0.00003618	28.00000000
0.00000000	0.00026315	0.00005180	16.00000000	0.00000000	0.00026275	0.00003616	24.00000000
0.00000000	0.00026028	0.00005178	9.00000000	0.00000000	0.00025972	0.00003613	22.00000000
0.00000000	0.00025744	0.00005176	10.00000000	0.00000000	0.00025674	0.00003611	24.00000000
0.00000000	0.00025465	0.00005174	7.00000000	0.00000000	0.00025379	0.00003609	8.00000000
0.00000000	0.00025189	0.00005172	6.00000000	0.00000000	0.00025088	0.00003607	11.00000000
0.00000000	0.00024917	0.00005170	6.00000000	0.00000000	0.00024800	0.00003605	24.00000000
0.00000000	0.00024648	0.00005168	14.00000000	0.00000000	0.00024517	0.00003603	20.00000000
0.00000000	0.00024384	0.00005167	9.00000000	0.00000000	0.00024238	0.00003601	16.00000000
0.00000000	0.00024122	0.00005165	10.00000000	0.00000000	0.00023962	0.00003600	23.00000000
0.00000000	0.00023865	0.00005163	14.00000000	0.00000000	0.00023690	0.00003598	20.00000000
0.00000000	0.00023611	0.00005162	10.00000000	0.00000000	0.00023421	0.00003596	17.00000000
0.00000000	0.00023360	0.00005160	6.00000000	0.00000000	0.00023156	0.00003595	24.00000000
0.00000000	0.00023113	0.00005159	3.00000000	0.00000000	0.00022895	0.00003593	27.00000000
0.00000000	0.00022869	0.00005158	11.00000000	0.00000000	0.00022637	0.00003592	15.00000000
0.00000000	0.00022628	0.00005156	8.00000000	0.00000000	0.00022382	0.00003590	16.00000000
0.00000000	0.00022391	0.00005155	4.00000000	0.00000000	0.00022131	0.00003589	20.00000000
0.00000000	0.00022157	0.00005154	4.00000000	0.00000000	0.00021884	0.00003588	20.00000000
0.00000000	0.00021926	0.00005153	10.00000000	0.00000000	0.00021639	0.00003586	22.00000000
0.00000000	0.00021699	0.00005152	8.00000000	0.00000000	0.00021398	0.00003585	14.00000000
0.00000000	0.00021474	0.00005150	7.00000000	0.00000000	0.00021160	0.00003584	16.00000000
0.00000000	0.00021252	0.00005149	11.00000000	0.00000000	0.00020925	0.00003583	14.00000000
0.00000000	0.00021034	0.00005148	9.00000000	0.00000000	0.00020693	0.00003582	14.00000000
0.00000000	0.00020818	0.00005147	7.00000000	0.00000000	0.00020465	0.00003581	24.00000000
0.00000000	0.00020606	0.00005146	8.00000000	0.00000000	0.00020239	0.00003580	20.00000000
0.00000000	0.00020396	0.00005146	11.00000000	0.00000000	0.00020017	0.00003579	19.00000000
0.00000000	0.00020189	0.00005145	8.00000000	0.00000000	0.00019797	0.00003578	19.00000000
0.00000000	0.00019985	0.00005144	2.00000000	0.00000000	0.00019581	0.00003577	14.00000000
0.00000000	0.00019784	0.00005143	10.00000000	0.00000000	0.00019367	0.00003576	17.00000000
0.00000000	0.00019585	0.00005142	10.00000000	0.00000000	0.00019156	0.00003575	23.00000000
0.00000000	0.00019389	0.00005142	5.00000000	0.00000000	0.00018948	0.00003574	17.00000000
0.00000000	0.00019196	0.00005141	7.00000000	0.00000000	0.00018743	0.00003573	20.00000000
0.00000000	0.00019005	0.00005140	5.00000000	0.00000000	0.00018540	0.00003573	16.00000000
0.00000000	0.00018817	0.00005139	7.00000000	0.00000000	0.00018340	0.00003572	18.00000000
0.00000000	0.00018632	0.00005139	7.00000000	0.00000000	0.00018143	0.00003571	17.00000000
0.00000000	0.00018449	0.00005138	3.00000000	0.00000000	0.00017948	0.00003570	9.00000000
0.00000000	0.00018269	0.00005138	7.00000000	0.00000000	0.00017756	0.00003570	11.00000000
0.00000000	0.00018091	0.00005137	13.00000000	0.00000000	0.00017567	0.00003569	15.00000000
0.00000000	0.00017915	0.00005136	5.00000000	0.00000000	0.00017380	0.00003568	8.00000000
0.00000000	0.00017742	0.00005136	5.00000000	0.00000000	0.00017195	0.00003568	10.00000000
0.00000000	0.00017571	0.00005135	5.00000000	0.00000000	0.00017014	0.00003567	12.00000000
0.00000000	0.00017403	0.00005135	1.00000000	0.00000000	0.00016834	0.00003567	13.00000000
0.00000000	0.00017236	0.00005134	12.00000000	0.00000000	0.00016657	0.00003566	18.00000000
0.00000000	0.00017072	0.00005134	4.00000000	0.00000000	0.00016482	0.00003566	12.00000000
0.00000000	0.00016911	0.00005133	3.00000000	0.00000000	0.00016310	0.00003565	12.00000000
0.00000000	0.00016751	0.00005133	5.00000000	0.00000000	0.00016139	0.00003565	18.00000000
0.00000000	0.00016594	0.00005133	2.00000000	0.00000000	0.00015972	0.00003564	7.00000000
0.00000000	0.00016439	0.00005132	7.00000000	0.00000000	0.00015806	0.00003564	13.00000000
0.00000000	0.00016286	0.00005132	7.00000000	0.00000000	0.00015642	0.00003563	7.00000000
0.00000000	0.00016135	0.00005131	13.00000000	0.00000000	0.00015481	0.00003563	18.00000000
0.00000000	0.00015986	0.00005131	4.00000000	0.00000000	0.00015322	0.00003563	4.00000000
0.00000000	0.00015839	0.00005131	5.00000000	0.00000000	0.00015165	0.00003562	13.00000000
0.00000000	0.00015694	0.00005130	3.00000000	0.00000000	0.00015010	0.00003562	13.00000000
0.00000000	0.00015551	0.00005130	5.00000000	0.00000000	0.00014857	0.00003561	13.00000000
0.00000000	0.00015410	0.00005130	4.00000000	0.00000000	0.00014707	0.00003561	6.00000000
0.00000000	0.00015271	0.00005129	3.00000000	0.00000000	0.00014558	0.00003561	11.00000000
0.00000000	0.00015134	0.00005129	5.00000000	0.00000000	0.00014411	0.00003560	15.00000000
0.00000000	0.00014998	0.00005129	6.00000000	0.00000000	0.00014266	0.00003560	12.00000000
0.00000000	0.00014865	0.00005128	7.00000000	0.00000000	0.00014123	0.00003560	9.00000000
0.00000000	0.00014733	0.00005128	3.00000000	0.00000000	0.00013982	0.00003560	13.00000000
0.00000000	0.00014603	0.00005128	6.00000000	0.00000000	0.00013843	0.00003559	10.00000000
0.00000000	0.00014475	0.00005128	5.00000000	0.00000000	0.00013706	0.00003559	14.00000000
0.00000000	0.00014349	0.00005127	2.00000000	0.00000000	0.00013570	0.00003559	7.00000000
0.00000000	0.00014224	0.00005127	5.00000000	0.00000000	0.00013437	0.00003559	8.00000000
0.00000000	0.00014101	0.00005127	5.00000000	0.00000000	0.00013305	0.00003558	7.00000000
0.00000000	0.00013980	0.00005127	6.00000000	0.00000000	0.00013175	0.00003558	11.00000000
0.00000000	0.00013860	0.00005127	1.00000000	0.00000000	0.00013046	0.00003558	11.00000000
0.00000000	0.00013742	0.00005126	3.00000000	0.00000000	0.00012920	0.00003558	6.00000000
0.00000000	0.00013626	0.00005126	5.00000000	0.00000000	0.00012795	0.00003557	6.00000000
0.00000000	0.00013511	0.00005126	2.00000000	0.00000000	0.00012671	0.00003557	3.00000000
0.00000000	0.00013397	0.00005126	3.00000000	0.00000000	0.00012550	0.00003557	8.00000000
0.00000000	0.00013286	0.00005126	3.00000000	0.00000000	0.00012430	0.00003557	6.00000000
0.00000000	0.00013176	0.00005126	6.00000000	0.00000000	0.00012311	0.00003557	8.00000000
0.00000000	0.00013067	0.00005125	3.00000000	0.00000000	0.00012194	0.00003556	9.00000000
0.00000000	0.00012960	0.00005125	3.00000000	0.00000000	0.00012079	0.00003556	6.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
